interaction_id,escalated,channel,client_type,issue_type,fcr,csat_score,aht_seconds,ad_spend_recovered,sentiment,date,probabilidad_escalamiento,prediccion_050,nivel_riesgo
5590,1,Email,Advertiser,Ad Billing,0,5,427,489.06,Negative,2025-04-28,0.2183915765753965,0,Bajo
9479,0,Chat,Business Page,Page Management,1,4,900,0.0,Negative,2025-04-01,0.21903268958511,0,Bajo
5127,0,Voice,Business Page,Page Management,1,4,429,0.0,Negative,2025-04-13,0.20972219927963617,0,Bajo
1465,0,Voice,User,Account Access,1,4,607,0.0,Positive,2025-04-25,0.21708279116694737,0,Bajo
2655,0,Chat,Business Page,Ad Billing,1,2,355,0.0,Negative,2025-04-15,0.21555133553104727,0,Bajo
816,1,Chat,Business Page,Page Management,1,4,582,0.0,Positive,2025-04-13,0.19586306500542888,0,Bajo
6990,1,Voice,User,Ad Billing,1,5,699,0.0,Neutral,2025-04-07,0.20472401236309026,0,Bajo
2701,0,Chat,User,General Support,1,4,680,0.0,Negative,2025-04-19,0.21501773120672568,0,Bajo
3413,0,Voice,Advertiser,General Support,1,4,762,0.0,Positive,2025-04-06,0.19836745489874566,0,Bajo
3038,0,Voice,Advertiser,Content Violation,0,5,657,0.0,Positive,2025-04-11,0.18748412235202727,0,Bajo
8169,0,Chat,Advertiser,Content Violation,1,5,546,0.0,Neutral,2025-04-18,0.1794972861755504,0,Bajo
8257,0,Chat,User,Page Management,0,3,566,0.0,Neutral,2025-04-11,0.2008554807121329,0,Bajo
716,0,Voice,User,Account Access,1,5,636,0.0,Positive,2025-04-03,0.21074676362454078,0,Bajo
7430,1,Email,Advertiser,Page Management,1,5,593,0.0,Negative,2025-04-17,0.2066634249917174,0,Bajo
5330,0,Chat,User,General Support,1,5,652,0.0,Positive,2025-04-02,0.19251904195931718,0,Bajo
3156,0,Chat,User,Account Access,0,4,635,0.0,Positive,2025-04-02,0.1977941999365332,0,Bajo
5349,0,Email,Advertiser,Content Violation,1,5,662,0.0,Negative,2025-04-28,0.18545509004239494,0,Bajo
8495,0,Chat,User,Content Violation,0,5,668,0.0,Negative,2025-04-25,0.18289327891980883,0,Bajo
3078,1,Email,User,Account Access,1,4,661,0.0,Negative,2025-04-27,0.21767996526940578,0,Bajo
7781,0,Email,User,Account Access,1,5,631,0.0,Neutral,2025-04-08,0.20307882271536903,0,Bajo
3672,0,Email,Advertiser,Ad Billing,1,5,799,585.22,Negative,2025-04-18,0.203023313911171,0,Bajo
3595,0,Email,Business Page,General Support,1,2,491,0.0,Positive,2025-04-21,0.19291537899638556,0,Bajo
5536,1,Chat,User,Page Management,0,3,714,0.0,Neutral,2025-04-07,0.19987345473739665,0,Bajo
3874,1,Voice,Advertiser,General Support,1,5,327,0.0,Neutral,2025-04-23,0.23259228999968784,0,Bajo
9205,0,Email,Advertiser,Content Violation,1,4,530,0.0,Negative,2025-04-28,0.1952871209065146,0,Bajo
7599,0,Chat,User,Account Access,1,5,595,0.0,Negative,2025-04-06,0.2157219309614415,0,Bajo
5615,0,Chat,User,General Support,0,4,698,0.0,Negative,2025-04-17,0.21171908460418615,0,Bajo
7773,0,Email,Advertiser,Ad Billing,0,4,446,409.97,Positive,2025-04-22,0.17819622079533304,0,Bajo
8320,0,Email,Advertiser,Account Access,1,4,559,0.0,Positive,2025-04-28,0.1997598549294283,0,Bajo
6391,0,Voice,Business Page,Ad Billing,1,5,607,0.0,Positive,2025-04-02,0.2007617225720851,0,Bajo
1183,0,Voice,Advertiser,Account Access,0,5,653,0.0,Negative,2025-04-02,0.20793478494008413,0,Bajo
9436,0,Voice,Business Page,Page Management,1,4,517,0.0,Negative,2025-04-26,0.2091909856370767,0,Bajo
247,0,Chat,User,Ad Billing,1,4,675,0.0,Negative,2025-04-29,0.209106889964298,0,Bajo
6736,0,Email,User,Content Violation,1,5,688,0.0,Neutral,2025-04-10,0.17675867110048754,0,Bajo
119,0,Chat,User,Ad Billing,1,5,835,0.0,Positive,2025-04-29,0.18240848899352177,0,Bajo
1741,0,Email,Business Page,Account Access,1,4,770,0.0,Positive,2025-04-19,0.18791561575259508,0,Bajo
3395,0,Chat,Business Page,Account Access,1,4,461,0.0,Positive,2025-04-07,0.19635102258292192,0,Bajo
623,0,Chat,User,Content Violation,0,4,669,0.0,Negative,2025-04-21,0.18363458588755138,0,Bajo
9520,0,Chat,Business Page,Content Violation,0,4,618,0.0,Negative,2025-04-10,0.17246110786583083,0,Bajo
3416,1,Chat,Business Page,Account Access,1,4,558,0.0,Positive,2025-04-24,0.19425156801716292,0,Bajo
6098,0,Chat,User,Content Violation,0,4,620,0.0,Positive,2025-04-09,0.18676305993753758,0,Bajo
3897,1,Email,Business Page,General Support,0,4,715,0.0,Negative,2025-04-26,0.2018155982191822,0,Bajo
5348,0,Email,User,General Support,1,4,662,0.0,Neutral,2025-04-16,0.20504254607659017,0,Bajo
3792,0,Chat,User,Page Management,1,1,624,0.0,Negative,2025-04-25,0.20504238790466223,0,Bajo
6419,0,Email,Business Page,Page Management,1,5,576,0.0,Negative,2025-04-29,0.20662976735622218,0,Bajo
7719,1,Email,Business Page,Ad Billing,1,5,569,0.0,Neutral,2025-04-18,0.18883708024309598,0,Bajo
8189,0,Chat,Advertiser,Ad Billing,1,3,635,588.02,Positive,2025-04-10,0.19322772383939482,0,Bajo
898,0,Voice,User,General Support,1,5,644,0.0,Neutral,2025-04-09,0.19967502640208584,0,Bajo
2787,0,Email,User,Ad Billing,1,3,396,0.0,Positive,2025-04-10,0.19963745041878167,0,Bajo
8859,0,Chat,Advertiser,General Support,1,5,859,0.0,Negative,2025-04-26,0.19884501331585988,0,Bajo
1836,1,Email,Business Page,Page Management,0,4,824,0.0,Negative,2025-04-16,0.20560274943360213,0,Bajo
523,0,Email,Advertiser,Account Access,1,3,529,0.0,Positive,2025-04-08,0.20218156255354836,0,Bajo
3995,1,Chat,Business Page,Account Access,0,2,762,0.0,Positive,2025-04-03,0.18791887878996838,0,Bajo
9217,0,Chat,Business Page,General Support,1,1,683,0.0,Negative,2025-04-02,0.20988052121144568,0,Bajo
6625,0,Chat,Business Page,Page Management,0,5,543,0.0,Positive,2025-04-10,0.18905394668923314,0,Bajo
5840,0,Email,User,Ad Billing,1,4,540,0.0,Positive,2025-04-14,0.20300925395367206,0,Bajo
375,0,Email,Advertiser,Content Violation,1,1,454,0.0,Negative,2025-04-17,0.18534028735751784,0,Bajo
8249,0,Email,Business Page,Page Management,0,4,739,0.0,Positive,2025-04-17,0.18887255438800682,0,Bajo
772,0,Chat,Business Page,Content Violation,1,4,641,0.0,Positive,2025-04-20,0.18026979422808329,0,Bajo
8447,0,Chat,User,Content Violation,1,5,449,0.0,Positive,2025-04-18,0.18798315044101502,0,Bajo
2118,0,Chat,Business Page,Ad Billing,1,3,611,0.0,Negative,2025-04-02,0.20680331941173277,0,Bajo
5950,0,Email,User,Ad Billing,0,2,417,0.0,Neutral,2025-04-28,0.1908469424570968,0,Bajo
9894,0,Chat,User,Content Violation,1,3,500,0.0,Neutral,2025-04-23,0.18724356063938968,0,Bajo
551,1,Email,Advertiser,General Support,1,4,591,0.0,Neutral,2025-04-03,0.1967111688209481,0,Bajo
2481,0,Email,Business Page,General Support,1,5,670,0.0,Negative,2025-04-03,0.204982423612952,0,Bajo
3372,0,Chat,Business Page,Content Violation,1,4,672,0.0,Negative,2025-04-10,0.17443048007623976,0,Bajo
236,0,Email,Advertiser,Content Violation,1,5,547,0.0,Negative,2025-04-28,0.19070904519831802,0,Bajo
3183,0,Chat,Business Page,Ad Billing,1,5,398,0.0,Negative,2025-04-22,0.1994642729218895,0,Bajo
7865,0,Chat,User,Page Management,0,5,538,0.0,Negative,2025-04-24,0.21265390655172164,0,Bajo
7885,0,Chat,Advertiser,Account Access,0,2,633,0.0,Neutral,2025-04-07,0.1941066718804372,0,Bajo
3828,0,Email,User,Page Management,1,2,751,0.0,Negative,2025-04-05,0.2299972709467703,0,Bajo
9500,0,Chat,User,Account Access,1,5,505,0.0,Positive,2025-04-05,0.20720046690992192,0,Bajo
5357,0,Chat,User,Content Violation,1,4,697,0.0,Negative,2025-04-10,0.1895960312401829,0,Bajo
3380,0,Chat,Advertiser,Ad Billing,0,4,544,591.36,Neutral,2025-04-02,0.19622108736760477,0,Bajo
9465,0,Email,Business Page,Ad Billing,1,3,583,0.0,Positive,2025-04-22,0.19704310587551083,0,Bajo
2935,1,Email,Advertiser,Ad Billing,1,2,578,698.77,Positive,2025-04-07,0.19373855813631424,0,Bajo
9785,0,Voice,Advertiser,Account Access,1,4,519,0.0,Positive,2025-04-26,0.21554365103171766,0,Bajo
9241,0,Chat,Business Page,Ad Billing,1,3,647,0.0,Positive,2025-04-13,0.19162553743473862,0,Bajo
4648,1,Email,Business Page,Page Management,0,5,494,0.0,Positive,2025-04-19,0.1913163840261943,0,Bajo
7112,0,Email,Business Page,Page Management,1,2,464,0.0,Positive,2025-04-05,0.20568970750596285,0,Bajo
3466,1,Chat,User,Ad Billing,1,1,601,0.0,Negative,2025-04-18,0.20993429485609774,0,Bajo
5063,1,Voice,Business Page,Ad Billing,0,5,464,0.0,Neutral,2025-04-06,0.19592778404343364,0,Bajo
3,0,Chat,Advertiser,Ad Billing,1,5,633,460.52,Neutral,2025-04-17,0.20135338496449032,0,Bajo
606,0,Chat,Advertiser,Page Management,0,4,636,0.0,Positive,2025-04-22,0.18371672948076428,0,Bajo
678,0,Email,Advertiser,Page Management,0,5,795,0.0,Negative,2025-04-01,0.20681189734254737,0,Bajo
4085,0,Email,Business Page,Page Management,1,5,538,0.0,Neutral,2025-04-06,0.19047846346401634,0,Bajo
6205,0,Email,User,Content Violation,1,2,412,0.0,Negative,2025-04-02,0.19648934918846447,0,Bajo
2431,0,Voice,Business Page,General Support,0,3,442,0.0,Positive,2025-04-26,0.20648868641348966,0,Bajo
5693,0,Chat,Advertiser,Content Violation,0,4,557,0.0,Positive,2025-04-14,0.198042466328618,0,Bajo
4792,0,Chat,Advertiser,Page Management,0,3,607,0.0,Positive,2025-04-11,0.19172501855170418,0,Bajo
2858,0,Voice,Advertiser,Account Access,0,3,421,0.0,Neutral,2025-04-27,0.2192114318792255,0,Bajo
4251,0,Chat,Advertiser,Account Access,1,3,603,0.0,Positive,2025-04-11,0.20133427564849066,0,Bajo
3025,0,Email,Business Page,Page Management,1,5,482,0.0,Negative,2025-04-24,0.20356828546328876,0,Bajo
2276,1,Chat,Advertiser,Content Violation,1,4,556,0.0,Positive,2025-04-12,0.1932323415683617,0,Bajo
6291,0,Chat,User,Page Management,0,4,592,0.0,Positive,2025-04-11,0.19732851927528583,0,Bajo
6532,0,Chat,Advertiser,Ad Billing,1,2,626,377.34,Negative,2025-04-17,0.20594107123300018,0,Bajo
6122,0,Email,User,Content Violation,1,4,654,0.0,Negative,2025-04-24,0.1931733059758216,0,Bajo
6119,0,Chat,Advertiser,Ad Billing,0,5,699,904.13,Negative,2025-04-18,0.2136737769957002,0,Bajo
161,1,Voice,User,Ad Billing,1,3,602,0.0,Positive,2025-04-25,0.21496202780897053,0,Bajo
592,0,Email,Business Page,General Support,1,3,604,0.0,Negative,2025-04-08,0.2132948233038147,0,Bajo
7417,0,Voice,Business Page,General Support,1,4,441,0.0,Positive,2025-04-06,0.20248649830450857,0,Bajo
6282,0,Email,Advertiser,Page Management,1,4,510,0.0,Neutral,2025-04-04,0.19769918919043378,0,Bajo
3868,0,Chat,User,Page Management,0,2,624,0.0,Positive,2025-04-15,0.19660096879165126,0,Bajo
59,0,Email,Advertiser,General Support,1,2,779,0.0,Negative,2025-04-15,0.21550050984947852,0,Bajo
7186,0,Chat,User,Content Violation,0,4,599,0.0,Negative,2025-04-21,0.18286283654804597,0,Bajo
8401,0,Voice,Business Page,General Support,1,5,714,0.0,Neutral,2025-04-05,0.18619405475220155,0,Bajo
2556,0,Chat,Business Page,Page Management,0,2,676,0.0,Negative,2025-04-10,0.2077525874198355,0,Bajo
3749,0,Email,User,Content Violation,1,3,731,0.0,Negative,2025-04-20,0.19810202451675885,0,Bajo
2902,0,Chat,Business Page,Account Access,1,4,639,0.0,Neutral,2025-04-26,0.19354385473192828,0,Bajo
5018,0,Chat,User,Account Access,1,4,626,0.0,Negative,2025-04-28,0.20978502550389733,0,Bajo
4759,1,Email,Advertiser,Ad Billing,0,5,494,504.08,Neutral,2025-04-22,0.19483650352536994,0,Bajo
4224,0,Voice,Business Page,Account Access,0,5,660,0.0,Negative,2025-04-06,0.20592567971239537,0,Bajo
5945,0,Chat,User,Page Management,1,5,548,0.0,Neutral,2025-04-15,0.1996112954522614,0,Bajo
7666,1,Chat,User,General Support,0,3,724,0.0,Positive,2025-04-22,0.1854629163591689,0,Bajo
4443,0,Chat,Advertiser,Account Access,1,4,515,0.0,Neutral,2025-04-10,0.2030707266091049,0,Bajo
2753,0,Chat,User,Page Management,1,4,592,0.0,Negative,2025-04-24,0.21408491118115555,0,Bajo
4455,1,Chat,Advertiser,Ad Billing,1,1,503,983.36,Positive,2025-04-19,0.10596080051307812,0,Bajo
8935,0,Email,Advertiser,General Support,0,2,579,0.0,Negative,2025-04-08,0.20476194794024116,0,Bajo
7602,0,Chat,Business Page,Page Management,1,3,786,0.0,Negative,2025-04-11,0.2092266122985943,0,Bajo
3677,0,Email,User,Page Management,1,1,590,0.0,Negative,2025-04-23,0.2110371744322171,0,Bajo
7963,0,Voice,Business Page,General Support,0,2,768,0.0,Positive,2025-04-24,0.19209176899181396,0,Bajo
9954,0,Email,User,General Support,1,3,754,0.0,Positive,2025-04-16,0.1929486866496739,0,Bajo
8727,0,Chat,User,Page Management,1,4,364,0.0,Neutral,2025-04-24,0.20449250807543176,0,Bajo
9324,0,Chat,Advertiser,General Support,0,3,509,0.0,Negative,2025-04-27,0.20619421498095772,0,Bajo
8245,0,Voice,User,Ad Billing,1,5,584,0.0,Positive,2025-04-12,0.21673575196933714,0,Bajo
9290,0,Email,Business Page,Account Access,1,3,719,0.0,Neutral,2025-04-10,0.19563078420505656,0,Bajo
2908,0,Chat,Advertiser,Page Management,1,4,661,0.0,Negative,2025-04-07,0.20344352469971172,0,Bajo
956,0,Email,User,Ad Billing,1,2,353,0.0,Neutral,2025-04-09,0.20425072604691605,0,Bajo
5052,0,Email,Business Page,Account Access,1,5,702,0.0,Negative,2025-04-02,0.20595387794706319,0,Bajo
8684,0,Chat,Business Page,Ad Billing,1,5,553,0.0,Neutral,2025-04-22,0.18858239287625345,0,Bajo
6457,1,Chat,User,Ad Billing,0,5,583,0.0,Neutral,2025-04-10,0.19201347161038376,0,Bajo
5623,0,Voice,Advertiser,Page Management,0,4,584,0.0,Neutral,2025-04-27,0.20540269001460262,0,Bajo
4193,1,Voice,Business Page,Page Management,1,1,394,0.0,Neutral,2025-04-07,0.20830987707356427,0,Bajo
6596,0,Chat,Business Page,Page Management,0,5,669,0.0,Neutral,2025-04-22,0.18909512452512056,0,Bajo
5367,0,Chat,Advertiser,Account Access,1,5,594,0.0,Neutral,2025-04-25,0.20285922927775948,0,Bajo
5820,0,Email,Business Page,Account Access,0,5,630,0.0,Positive,2025-04-03,0.18920071236488767,0,Bajo
3848,0,Chat,User,Content Violation,1,5,605,0.0,Negative,2025-04-28,0.1872883635404663,0,Bajo
2790,0,Chat,Advertiser,General Support,1,5,583,0.0,Positive,2025-04-24,0.1924835752961626,0,Bajo
8385,0,Email,Advertiser,Ad Billing,1,5,887,440.41,Neutral,2025-04-21,0.17094522644810614,0,Bajo
3262,0,Email,Advertiser,Ad Billing,0,5,770,436.28,Negative,2025-04-01,0.19385626565716804,0,Bajo
3521,1,Chat,Business Page,Page Management,1,5,496,0.0,Neutral,2025-04-29,0.1861137730278689,0,Bajo
9037,1,Chat,Business Page,Content Violation,1,4,698,0.0,Negative,2025-04-18,0.17608384161125207,0,Bajo
9491,0,Chat,User,Ad Billing,1,3,647,0.0,Negative,2025-04-29,0.21416655820066777,0,Bajo
4103,0,Chat,Business Page,Page Management,1,5,707,0.0,Neutral,2025-04-01,0.19053581529154473,0,Bajo
276,0,Chat,Advertiser,Ad Billing,0,4,519,917.97,Neutral,2025-04-23,0.17936938845273276,0,Bajo
1605,0,Email,Advertiser,General Support,1,3,532,0.0,Positive,2025-04-17,0.19819832800378223,0,Bajo
5592,0,Email,User,General Support,1,5,658,0.0,Negative,2025-04-13,0.22017072465150966,0,Bajo
4693,0,Voice,Advertiser,Page Management,1,5,474,0.0,Positive,2025-04-11,0.2138563503363902,0,Bajo
5280,0,Email,User,Page Management,1,5,622,0.0,Neutral,2025-04-14,0.19758292146782652,0,Bajo
1770,0,Chat,Advertiser,Ad Billing,0,3,566,957.71,Negative,2025-04-27,0.11903661282421911,0,Bajo
3805,0,Chat,Advertiser,Page Management,1,4,522,0.0,Negative,2025-04-23,0.20426639369224628,0,Bajo
205,1,Chat,Advertiser,General Support,0,4,599,0.0,Negative,2025-04-20,0.1969872485214837,0,Bajo
2983,0,Chat,Business Page,Account Access,1,5,597,0.0,Positive,2025-04-03,0.19503309100242802,0,Bajo
6991,0,Voice,Business Page,Account Access,0,4,458,0.0,Negative,2025-04-10,0.2166426738733172,0,Bajo
1713,0,Chat,User,Ad Billing,1,4,598,0.0,Negative,2025-04-10,0.21153944187729817,0,Bajo
9093,0,Email,User,Account Access,1,3,479,0.0,Negative,2025-04-17,0.22274862144159982,0,Bajo
7527,0,Chat,Advertiser,Ad Billing,1,4,430,820.17,Positive,2025-04-04,0.2156947682485369,0,Bajo
6001,1,Email,User,Page Management,0,4,627,0.0,Positive,2025-04-19,0.19155305204836887,0,Bajo
6863,0,Chat,Business Page,Ad Billing,1,3,804,0.0,Positive,2025-04-23,0.1817255268755959,0,Bajo
7300,0,Email,Business Page,Page Management,0,3,545,0.0,Negative,2025-04-21,0.20816256638304614,0,Bajo
8976,0,Voice,User,General Support,1,5,722,0.0,Positive,2025-04-28,0.1948243616225648,0,Bajo
6895,0,Chat,Advertiser,Account Access,1,2,628,0.0,Negative,2025-04-01,0.21244525856349156,0,Bajo
7191,0,Voice,Advertiser,Content Violation,1,2,436,0.0,Neutral,2025-04-01,0.2137899235374,0,Bajo
7714,0,Email,Business Page,Page Management,0,5,557,0.0,Neutral,2025-04-18,0.1895075762485104,0,Bajo
4369,0,Chat,Advertiser,Ad Billing,1,5,659,417.8,Negative,2025-04-19,0.20313684364878948,0,Bajo
8662,0,Chat,Advertiser,Page Management,0,5,589,0.0,Negative,2025-04-18,0.19275516264382556,0,Bajo
1242,0,Chat,Business Page,Ad Billing,1,4,518,0.0,Positive,2025-04-16,0.19035839715316957,0,Bajo
5408,0,Voice,Business Page,Content Violation,1,5,486,0.0,Neutral,2025-04-11,0.19497033245450499,0,Bajo
4675,0,Chat,User,Account Access,1,4,536,0.0,Positive,2025-04-20,0.20718205236672968,0,Bajo
1276,0,Chat,Advertiser,Ad Billing,1,4,605,324.62,Negative,2025-04-07,0.21503947410615173,0,Bajo
5572,0,Chat,User,Account Access,1,4,780,0.0,Neutral,2025-04-23,0.1916656796061118,0,Bajo
5163,1,Chat,User,General Support,0,5,704,0.0,Negative,2025-04-23,0.20924748362138507,0,Bajo
9919,0,Chat,Business Page,Content Violation,1,5,550,0.0,Neutral,2025-04-13,0.1672540163307063,0,Bajo
7696,0,Chat,Advertiser,Page Management,1,5,534,0.0,Neutral,2025-04-24,0.19386349398740402,0,Bajo
2163,0,Email,User,Account Access,1,5,508,0.0,Negative,2025-04-06,0.2193118565923006,0,Bajo
4133,0,Email,User,Page Management,1,4,342,0.0,Positive,2025-04-11,0.22102747518151605,0,Bajo
7381,0,Email,Advertiser,Account Access,1,5,546,0.0,Negative,2025-04-15,0.2107644270392263,0,Bajo
4412,0,Voice,Business Page,Page Management,1,5,804,0.0,Neutral,2025-04-12,0.19207208016354688,0,Bajo
663,0,Email,User,Account Access,0,3,518,0.0,Positive,2025-04-03,0.21303099649633203,0,Bajo
3572,0,Email,Advertiser,General Support,1,4,453,0.0,Positive,2025-04-05,0.19693001936437038,0,Bajo
3553,0,Voice,Advertiser,Content Violation,0,3,755,0.0,Negative,2025-04-24,0.20960213468340844,0,Bajo
9026,0,Email,Advertiser,Content Violation,1,2,509,0.0,Neutral,2025-04-21,0.19337422565970183,0,Bajo
4959,0,Chat,User,Content Violation,0,5,402,0.0,Positive,2025-04-01,0.19049889347195695,0,Bajo
6356,0,Chat,Advertiser,Account Access,1,5,736,0.0,Neutral,2025-04-14,0.19734652117062124,0,Bajo
4152,0,Chat,User,Content Violation,1,5,517,0.0,Positive,2025-04-05,0.18843646275678533,0,Bajo
4357,1,Email,Advertiser,Page Management,1,5,679,0.0,Negative,2025-04-01,0.20826302294229151,0,Bajo
2359,0,Chat,User,Account Access,1,4,349,0.0,Negative,2025-04-15,0.2273215443936244,0,Bajo
3223,1,Chat,Business Page,Content Violation,1,4,689,0.0,Negative,2025-04-07,0.17522483223942245,0,Bajo
2039,0,Chat,Business Page,Content Violation,1,4,377,0.0,Positive,2025-04-23,0.19378771609441173,0,Bajo
8324,0,Chat,Business Page,Page Management,0,2,782,0.0,Negative,2025-04-11,0.21122350333735593,0,Bajo
6577,0,Email,Business Page,General Support,0,3,563,0.0,Neutral,2025-04-10,0.19375938233345624,0,Bajo
8790,0,Email,Business Page,General Support,0,4,668,0.0,Negative,2025-04-13,0.20280946093207736,0,Bajo
3603,0,Chat,User,Page Management,1,4,652,0.0,Positive,2025-04-28,0.20006944987199707,0,Bajo
3757,0,Email,Advertiser,General Support,1,3,367,0.0,Positive,2025-04-19,0.2097248831642049,0,Bajo
4323,1,Email,Business Page,General Support,1,5,594,0.0,Neutral,2025-04-04,0.1914811040253071,0,Bajo
8713,0,Chat,Business Page,Account Access,0,4,707,0.0,Neutral,2025-04-15,0.19132387765761427,0,Bajo
7522,0,Email,Advertiser,Ad Billing,0,4,597,445.6,Positive,2025-04-28,0.17691409386863924,0,Bajo
2203,0,Chat,User,General Support,1,4,471,0.0,Negative,2025-04-03,0.22162956210153886,0,Bajo
9271,1,Chat,User,Content Violation,1,3,467,0.0,Positive,2025-04-26,0.19555168359849875,0,Bajo
1689,0,Voice,User,Ad Billing,0,4,754,0.0,Negative,2025-04-06,0.2111901343015025,0,Bajo
8101,0,Chat,Business Page,Page Management,1,2,544,0.0,Neutral,2025-04-13,0.19846073240386725,0,Bajo
1154,0,Email,Advertiser,General Support,1,1,697,0.0,Negative,2025-04-23,0.19961197820841076,0,Bajo
3591,0,Voice,User,Account Access,0,4,600,0.0,Neutral,2025-04-19,0.21401170021322785,0,Bajo
2384,0,Chat,Advertiser,Ad Billing,1,5,490,29.45,Positive,2025-04-14,0.19258363531695982,0,Bajo
3675,0,Chat,Advertiser,Content Violation,1,1,588,0.0,Neutral,2025-04-26,0.18500714069422822,0,Bajo
6270,0,Chat,User,Page Management,1,5,584,0.0,Positive,2025-04-18,0.20152776663778738,0,Bajo
9657,0,Chat,User,Page Management,0,4,595,0.0,Negative,2025-04-22,0.20766784070005148,0,Bajo
3425,0,Chat,Business Page,Content Violation,1,3,489,0.0,Positive,2025-04-19,0.18434910790394615,0,Bajo
7488,0,Chat,Advertiser,Account Access,0,5,572,0.0,Negative,2025-04-22,0.20574886698363218,0,Bajo
9646,0,Email,Business Page,Page Management,0,4,581,0.0,Negative,2025-04-16,0.2054664943365882,0,Bajo
636,0,Email,Business Page,Ad Billing,1,4,491,0.0,Neutral,2025-04-12,0.19056549900186384,0,Bajo
6624,0,Chat,Advertiser,Account Access,1,1,365,0.0,Neutral,2025-04-24,0.20462696223221452,0,Bajo
7874,0,Chat,Business Page,Account Access,1,4,572,0.0,Negative,2025-04-04,0.20952697292097702,0,Bajo
7965,0,Email,Business Page,General Support,0,5,753,0.0,Positive,2025-04-12,0.18125946873051885,0,Bajo
2466,0,Chat,User,General Support,0,5,728,0.0,Negative,2025-04-26,0.21168111653963917,0,Bajo
3855,0,Chat,User,Page Management,1,4,722,0.0,Negative,2025-04-01,0.2125434969790572,0,Bajo
3378,0,Chat,User,Account Access,0,3,521,0.0,Positive,2025-04-04,0.21097895842292513,0,Bajo
7329,0,Email,Advertiser,Ad Billing,0,5,886,63.74,Positive,2025-04-15,0.16731913533567822,0,Bajo
6799,1,Chat,Advertiser,Ad Billing,0,5,613,160.11,Neutral,2025-04-10,0.18260615137077357,0,Bajo
6413,0,Voice,Business Page,Page Management,0,2,730,0.0,Negative,2025-04-19,0.21838342192446886,0,Bajo
1512,0,Email,Business Page,General Support,1,4,457,0.0,Positive,2025-04-17,0.1928416820998299,0,Bajo
9681,0,Voice,Advertiser,General Support,1,5,396,0.0,Positive,2025-04-07,0.20680919879691517,0,Bajo
2961,0,Chat,Advertiser,Content Violation,0,5,704,0.0,Negative,2025-04-26,0.17940340170163493,0,Bajo
2196,0,Voice,Business Page,Account Access,0,3,662,0.0,Negative,2025-04-04,0.21112803746516715,0,Bajo
9517,0,Chat,Advertiser,General Support,0,5,798,0.0,Positive,2025-04-08,0.1799141462860548,0,Bajo
3355,0,Email,Business Page,Account Access,1,3,540,0.0,Negative,2025-04-01,0.2114491729640416,0,Bajo
2127,1,Voice,Advertiser,Page Management,1,5,663,0.0,Positive,2025-04-08,0.20272607808078366,0,Bajo
7578,0,Email,User,Page Management,1,4,683,0.0,Negative,2025-04-20,0.21937662881188547,0,Bajo
406,0,Chat,User,General Support,0,5,717,0.0,Negative,2025-04-09,0.20932996778583268,0,Bajo
9249,0,Voice,Advertiser,General Support,1,1,658,0.0,Neutral,2025-04-02,0.205887652024766,0,Bajo
9308,0,Chat,Business Page,Ad Billing,1,4,509,0.0,Negative,2025-04-06,0.20275822550268607,0,Bajo
2109,0,Chat,User,Content Violation,1,5,693,0.0,Neutral,2025-04-22,0.17794054729850212,0,Bajo
5431,1,Email,Business Page,Account Access,1,3,581,0.0,Neutral,2025-04-17,0.19738265545733405,0,Bajo
2654,1,Chat,User,Content Violation,1,5,323,0.0,Positive,2025-04-02,0.24453002209525163,0,Bajo
4311,1,Voice,User,Page Management,0,2,454,0.0,Positive,2025-04-20,0.22616277773927196,0,Bajo
5281,0,Chat,Advertiser,Account Access,1,5,493,0.0,Positive,2025-04-08,0.20081468964522833,0,Bajo
7694,0,Chat,Advertiser,Ad Billing,1,5,622,476.19,Neutral,2025-04-26,0.20786829401027795,0,Bajo
7852,1,Email,User,Account Access,0,4,566,0.0,Negative,2025-04-19,0.22126074999770395,0,Bajo
465,0,Chat,Advertiser,Content Violation,1,5,717,0.0,Positive,2025-04-14,0.1759429049589058,0,Bajo
1744,0,Voice,Advertiser,Ad Billing,0,4,622,384.13,Negative,2025-04-02,0.1963964357196029,0,Bajo
5160,0,Chat,Advertiser,Account Access,1,5,454,0.0,Neutral,2025-04-11,0.20477674642521534,0,Bajo
5451,1,Email,Advertiser,Page Management,0,5,630,0.0,Negative,2025-04-10,0.19645467701846933,0,Bajo
3526,0,Chat,Advertiser,Account Access,1,4,728,0.0,Positive,2025-04-07,0.19363911668746747,0,Bajo
5580,0,Email,Business Page,Account Access,1,3,778,0.0,Neutral,2025-04-22,0.1921393756119157,0,Bajo
2932,1,Voice,Business Page,Content Violation,0,4,730,0.0,Positive,2025-04-13,0.1886216213477931,0,Bajo
1079,0,Voice,Business Page,General Support,1,3,635,0.0,Positive,2025-04-08,0.19628125793619922,0,Bajo
4657,0,Voice,User,Ad Billing,1,5,791,0.0,Positive,2025-04-23,0.1952662159463592,0,Bajo
7627,1,Email,User,Content Violation,1,4,391,0.0,Negative,2025-04-07,0.1979907005369898,0,Bajo
1227,0,Email,Advertiser,Page Management,1,5,564,0.0,Neutral,2025-04-10,0.1977020149050234,0,Bajo
9709,0,Chat,Advertiser,General Support,1,4,745,0.0,Negative,2025-04-29,0.20477227253796063,0,Bajo
